Author,Section,Question,Answer
Raw Text,2.4.4,Mapping everything to lower case means that what two words are represented identically?,Woodchuck and woodchuck
Raw Text,2.4.4,What are some tasks that require case folding?,"sentiment analysis and other text classification tasks, information extraction, and machine translation"
Raw Text,2.4.4,What can outweigh the advantage in generalization that case folding would have provided for other words?,US the country and us the pronoun
Raw Text,2.4.4,For many natural language processing situations we also want what of a word to behave similarly?,two morphologically different forms
Raw Text,2.4.4,"What language has different endings in the phrases Moscow, of Moscow, to Moscow, and so on?",Russian
Raw Text,2.4.4,What is the task of determining that two words have the same root?,Lemmatization
Raw Text,2.4.4,What words have the shared lemma be?,"am, are, and is"
Raw Text,2.4.4,"What Russian word has different endings than am, are, and is?",Moscow
Raw Text,2.4.4,"What is the lemmatized form of a sentence like ""He is reading detective stories""?",He be read detective story
Raw Text,2.4.4,What is the process of determining that two words have the same root?,lemmatization
Raw Text,2.4.4,What is one of the most sophisticated methods for lemmatization?,complete morphological parsing
Raw Text,2.4.4,What is the study of the way words are built up from smaller meaning-bearing units called morphemes?,Morphology
Raw Text,2.4.4,"What is the central morpheme of the word, supplying the main meaning, and affixes?",stems
Raw Text,2.4.4,What is the morpheme of the word/ox?,morpheme fox
Raw Text,2.4.4,How can lemmatization algorithms be?,complex
Raw Text,2.4.4,What is a simpler but cruder method called stemming?,chopping off word-final affixes
Raw Text,2.4.4,What is a naive version of morphological analysis called?,stemming
Raw Text,2.4.4,When was the Porter stemmer first used?,1980
Raw Text,2.4.4,What produces the following stemmed output?,The Porter stemmer
Raw Text,2.4.4,What is the Porter stemmer based on?,series of rewrite rules run in series
Raw Text,2.4.4,In what languages can code be found on Martin Porter's homepage?,"Java, Python, etc."
Raw Text,2.4.4,Who wrote the original paper on the Porter stemmer?,Martin Porter
Raw Text,2.4.4,What can be useful in cases where we need to collapse across different variants of the same lemma?,Simple stemmers
Raw Text,2.4.4,Simple stemmers tend to commit errors of what?,over- and under-generalizing
Raw Text,2.4.5,What is another important step in text processing?,Sentence segmentation
Raw Text,2.4.5,What is one of the most useful cues for segmenting a text into sentences?,punctuation
Raw Text,2.4.5,What are relatively unambiguous markers of sentence boundaries?,Question marks and exclamation points
Raw Text,2.4.5,What is more ambiguous than question marks and exclamation points?,Periods
Raw Text,2.4.5,What character is ambiguous between a sentence boundary marker and a marker of abbreviations like Mr. or Inc?,period character
Raw Text,2.4.5,What are two abbreviations that are ambiguous between a sentence boundary marker and a marker of abbreviations?,Mr. or Inc
Raw Text,2.4.5,What marked both an abbreviation and a sentence boundary marker?,the final period of Inc.
Raw Text,2.4.5,What can be addressed jointly?,tokenization
Raw Text,2.4.5,What is part of a word or a sentence-boundary marker?,a period
Raw Text,2.4.5,In what year was the final sentence splitter created?,2006
Raw Text,2.4.5,In what toolkit is sentence splitting rule-based?,Stanford CoreNLP toolkit
Raw Text,2.4.5,What happens when a sentence-ending punctuation is not already grouped with other characters into a token?,optionally followed by additional final quotes or brackets
Raw Text,2.5.0,What is much of natural language processing concerned with?,measuring how similar two strings are
Raw Text,2.5.0,What is an example of an erroneous string?,graffe
Raw Text,2.5.0,What is a similar word to a graffe?,graffe
Raw Text,2.5.0,What word differs by only one letter from graffe?,giraffe
Raw Text,2.5.0,What is the task of deciding whether two strings refer to the same entity?,coreference
Raw Text,2.5.0,How many words do the two strings differ by?,one
Raw Text,2.5.0,What gives us a way to quantify both of these intuitions about string similarity?,Edit distance
Raw Text,2.5.0,What is the minimum edit distance between two strings?,minimum number of editing operations
Raw Text,2.5.0,What is the gap between intention and execution?,5
Raw Text,2.5.0,What is the most important visualization for string distances?,alignment between the two strings
Raw Text,2.5.0,What is the number of sequences in which an alignment is a correspondence between substrings of the two sequences?,2.14
Raw Text,2.5.0,What is a correspondence between substrings of two sequences?,an alignment
Raw Text,2.5.0,What do we say I aligns with?,empty string
Raw Text,2.5.0,What represents an operation list for converting the top string into the bottom string?,a series of symbols
Raw Text,2.5.0,What can we assign to each of these operations?,a particular cost or weight
Raw Text,2.5.0,What is the simplest weighting factor in which each of the three operations has a cost of 1?,Levenshtein
Raw Text,2.5.0,What is the Levenshtein distance between intention and execution?,5.
Raw Text,2.5.0,What did Levenshtein propose in his metric that each insertion or deletion has a cost of 1 and what else?,substitutions are not allowed
Raw Text,2.5.0,What is the Levenshtein distance between intention and execution equivalent to?,allowing substitution
Raw Text,2.5.0,What is the Levenshtein distance between intention and execution?,8.
Raw Text,2.5.1,How do we find the minimum edit distance?,minimum edit distance
Raw Text,2.5.1,How do we find the minimum edit distance?,a search task
Raw Text,2.5.1,What is the space of all possible edits?,enormous
Raw Text,2.5.1,How do we find the minimum edit distance?,recomputing all those paths
Raw Text,2.5.1,What is the name for a class of algorithms that apply a table-driven method to solve problems by combining solutions to sub-problems?,dynamic programming
Raw Text,2.5.1,When was dynamic programming first introduced?,1957
Raw Text,2.5.1,What is the name of the algorithm used for parsing?,CKY algorithm
Raw Text,2.5.1,How can a large problem be solved?,by properly combining the solutions to various sub-problems
Raw Text,2.5.1,The shortest path of transformed words represents the minimum edit distance between the strings intention and execution shown in what?,Fig. 2.16
Raw Text,2.5.1,What is the shortest path of transformed words that represents the minimum edit distance between the strings intention and execution shown in Fig. 2.16?,2.16
Raw Text,2.5.1,What is a string in the shortest path of transformed words that represents the minimum edit distance between intention and execution shown in Fig. 2.16?,exention
Raw Text,2.5.1,"If exention is in what operation list, the optimal sequence must also include the optimal path from intention to exention?",optimal
Raw Text,2.5.1,What would happen if there were a shorter path from intention to exention?,shorter overall path
Raw Text,2.5.1,Who named the minimum edit distance algorithm?,Wagner and Fischer
Raw Text,2.5.1,What is the first step in the minimum edit distance algorithm?,minimum edit distance between two strings
Raw Text,2.5.1,What is the edit distance between X 1..i and Y 1..j?,"D|i, j"
Raw Text,2.5.1,What is the edit distance between X and Y?,"D(n, m)"
Raw Text,2.5.1,"What will we use to compute D n, m) bottom up?",dynamic programming
Raw Text,2.5.1,What does going from i characters to 0 require?,i deletes
Raw Text,2.5.1,What does a target substring of length j require to go from 0 characters to y characters?,j inserts
Raw Text,2.5.1,"What do we compute for small i, j?","D i, j"
Raw Text,2.5.1,What value is computed by taking the minimum of the three possible paths through the matrix which arrive there?,"i, j"
Raw Text,2.5.1,"What is the computation for D i, j?",2.8
Raw Text,2.5.1,Where is the minimum edit distance algorithm summarized?,Fig. 2.17
Raw Text,2.5.1,In what figure is the minimum edit distance algorithm summarized?,2.17
Raw Text,2.5.1,What shows the results of applying the algorithm to the distance between intention and execution with the version of Levenshtein in Eq.,2.18
Raw Text,2.5.1,What is the minimum edit distance?,2.8
Raw Text,2.5.1,What is knowing the minimum edit distance useful for?,spelling error corrections
Raw Text,2.5.1,What can the edit distance algorithm provide with a small change?,the minimum cost alignment between two strings
Raw Text,2.5.1,What is useful throughout speech and language processing?,Aligning two strings
Raw Text,2.5.1,"In speech recognition, what is the minimum edit distance alignment used for?",to compute the word error rate
Raw Text,2.5.1,Alignment plays a role in what?,machine translation
Raw Text,2.5.1,How can we extend the edit distance algorithm to produce an alignment?,visualizing an alignment
Raw Text,2.5.1,What shows the path through the edit distance matrix?,Figure 2.19
Raw Text,2.5.1,What does each boldfaced cell represent?,an alignment of a pair of letters in the two strings
Raw Text,2.5.1,"If two boldfaced cells occur in the same row, what will occur in going from the source to the target?",insertion
Raw Text,2.5.1,What shows the intuition of how to compute this alignment path?,Figure 2.19
Raw Text,2.5.1,How many steps does the computation proceed in?,two steps
Raw Text,2.5.1,What is the first step of the minimum edit distance algorithm?,to store backpointers in each cell
Raw Text,2.5.1,The backpointer from a cell points to what?,previous cell (or cells)
Raw Text,2.5.1,Where are the backpointers from a cell shown?,Fig. 2.19
Raw Text,2.5.1,Where are the backpointers from a cell shown in Fig. 2.19?,2.19
Raw Text,2.5.1,Some cells have what because the minimum extension could have come from multiple previous cells?,multiple backpointers
Raw Text,2.5.1,What is performed in the second step?,a backtrace
Raw Text,2.5.1,Where do we start in a backtrace?,last cell
Raw Text,2.5.1,What is each complete path between the final cell and the initial cell?,minimum distance alignment
Raw Text,2.5.1,What exercise asks you to modify the minimum edit distance algorithm to store the pointers and compute the backtrace to output an alignment?,Exercise 2.7
Raw Text,2.5.1,What did we use in our example?,Levenshtein distance
Raw Text,2.5.1,What does the algorithm in Fig. 2.17 allow on the operations?,arbitrary weights
Raw Text,2.5.1,What is more likely to happen between letters that are next to each other on the keyboard?,substitutions
Raw Text,2.5.1,What is a probabilistic extension of minimum edit distance?,Viterbi algorithm
Raw Text,2.5.1,"What does Viterbi compute instead of the ""minimum edit distance"" between two strings?",maximum probability alignment
Raw Text,2.5.1,In what chapter will we discuss the Viterbi algorithm?,Chapter 8
Raw Text,3.0,"What is difficult, especially about the future?",Predicting
Raw Text,3.0,What is an example of something that seems much easier to predict?,the next few words
Raw Text,3.0,"What is a very likely word to be in, or possibly over, but probably not?",refrigerator or the
Raw Text,3.0,How will we formalize this intuition?,introducing models
Raw Text,3.0,Models that assign a probability to each possible next word will also serve to assign a probability to what?,entire sentence
Raw Text,3.0,What could a model predict that the following sequence has a much higher probability of appearing in a text?,probability
Raw Text,3.0,"What are essential in any task in which we have to identify words in noisy, ambiguous input?",Probabilities
Raw Text,3.0,What is a more probable sequence than a bassoon dish?,bassoon dish
Raw Text,3.0,What writing tools are needed to find and correct errors in writing?,spelling correction or grammatical error correction
Raw Text,3.0,"What phrase will be much more probable than ""Their are""?","""There are"""
Raw Text,3.0,Assigning probabilities to sequences of words is also essential in what?,machine translation
Raw Text,3.0,What language is a source sentence in?,Chinese
Raw Text,3.0,What part of a Chinese source sentence did the translator introduce reporters to?,main contents
Raw Text,3.0,What could suggest that briefed reporters on is a more probable English phrase than briefed to reporters?,A probabilistic model of word sequences
Raw Text,3.0,Probabilities are important for what types of systems?,augmentative and alternative communication systems
Raw Text,3.0,Who et al. 2017 said that probabilities are important for augmentative and alternative communication systems?,Kane
Raw Text,3.0,In what year did Kane et al. publish a paper on the importance of probabilities in augmentative and alternative communication systems?,2017
Raw Text,3.0,What can people use AAC devices to select words from a menu to be spoken by the system?,use eye gaze or other specific movements
Raw Text,3.0,What can be used to suggest likely words for the menu?,Word prediction
Raw Text,3.0,What are models that assign probabilities to sequences of words called?,language models or LMs
Raw Text,3.0,What is the simplest model that assigns probabilities to sentences and sequences of words?,n-gram
Raw Text,3.0,What is a sequence of n words?,n
Raw Text,3.0,What model will we use to estimate the probability of the last word of an n-gram given the previous words?,n-gram
Raw Text,3.0,"In terminological ambiguity, what term is used to mean the word sequence itself or the predictive model that assigns it a probability?",n-gram
Raw Text,3.0,What model assigns the probability of the last word of an n-gram?,predictive model
Raw Text,3.0,What is the name of the language model introduced in Chapter 9?,RNN LMs
Raw Text,3.1,What is the probability of a word w given some history h?,P(w|h)
Raw Text,3.1,What is one way to estimate the probability of a word w given some history h?,relative frequency counts
Raw Text,3.1,How many times was the history h followed by the word w?,how many times
Raw Text,3.1,What is a large enough corpus to compute the probability of a word w given some history h?,the web
Raw Text,3.1,What is the probability of a word w given some history h?,3.2
Raw Text,3.1,What should you do to estimate the probability of a word w given some history h?,compute this estimate for yourself
Raw Text,3.1,What isn't big enough to give us good estimates in most cases?,web
Raw Text,3.1,Why is the webn't big enough to give us good estimates in most cases?,language is creative
Raw Text,3.1,What example sentence used to have counts of zero?,"""Walden Pond's water is so transparent that the"""
Raw Text,3.1,"What is the probability of an entire sequence of words like ""Walden Pond's water is so transparent""?",its water is so transparent
Raw Text,3.1,"What would we have to get the count of if we wanted to know the probability of an entire sequence of words like ""its water is so transparent?""",its water is so transparent
Raw Text,3.1,"How much to estimate the probability of an entire sequence of words like ""its water is so transparent""?",rather a lot
Raw Text,3.1,What is the first step in estimating the probability of a word given a history h?,formalizing of notation
Raw Text,3.1,"To represent the probability of a particular random variable X, taking on the value ""the"", or P(Xi=""the""), we will",P(the)
Raw Text,3.1,What will we represent a sequence of N words as?,w1...wn or w1:n
Raw Text,3.1,What is one thing we can do to compute probability of entire sequences?,decompose
Raw Text,3.1,What shows the link between computing the joint probability of a sequence and computing the conditional probability of a word given previous words?,The chain rule
Raw Text,3.1,What suggests that we could estimate the joint probability of an entire sequence of words by multiplying together a number of conditional probabilities?,Equation 3.4
Raw Text,3.1,What doesn't seem to help us estimate the probability of a word given a long sequence of preceding words?,using the chain rule
Raw Text,3.1,We don't know any way to compute what?,the exact probability of a word given a long sequence of preceding words
Raw Text,3.1,Why can't we just estimate by counting the number of times every word occurs following every long string?,language is creative
Raw Text,3.1,How can we approximate the probability of a word given its entire history?,by just the last few words
Raw Text,3.1,What model approximates the probability of a word given all the previous words?,bigram model
Raw Text,3.1,What is the probability P(the|Walden Pond's water is so transparent that) approximated with?,the probability P(the|that)
Raw Text,3.1,What is the approximation of the conditional probability of the next word?,P(wn|w1:n-1)
Raw Text,3.1,What is the assumption that the probability of a word depends only on the previous word called?,Markov assumption
Raw Text,3.1,What are the class of probabilistic models that assume we can predict the probability of some future unit without looking too far into the past?,Markov models
Raw Text,3.1,What model looks two words into the past?,trigram
Raw Text,3.1,What is the general equation for the conditional probability of the next word in a sequence?,(3.8)
Raw Text,3.1,What equation is used to compute the probability of a complete word sequence?,Eq. 3.7
Raw Text,3.1,What is the substitution of Eq. 3.4 for the probability of a complete word sequence?,3.7
Raw Text,3.1,What is the probability of a complete word sequence by substituting Eq. 3.7 into Eq. 3.4?,3.9
Raw Text,3.1,What is another name for bigram?,n-gram
Raw Text,3.1,What is an intuitive way to estimate probabilities called?,maximum likelihood estimation
Raw Text,3.1,What are the MLE estimates for the parameters of an n-gram model?,0 and 1
Raw Text,3.1,What is the count of a bigram to compute a particular bigram probability of a word y given a previous word x?,C(xy)
Raw Text,3.1,How many sentences are in the mini-corpus?,three
Raw Text,3.1,What symbol is needed at the beginning of a sentence to give us the context of the first word?,s>
Raw Text,3.1,What do we need to augment each sentence with a special symbol at the beginning of the sentence to give us the bigram context of the first word?,special end-symbol
Raw Text,3.1,What is a special end-symbol?,s>
Raw Text,3.1,What is the general case of MLE?,n-gram
Raw Text,3.1,What equation estimates the n-gram probability by dividing the observed frequency of a particular sequence by the observed frequency of a prefix?,Equation 3.12
Raw Text,3.1,What equation estimates the n-gram probability by dividing the observed frequency of a particular sequence by the observed frequency of a prefix?,Equation 3.12
Raw Text,3.1,What is the ratio that estimates the n-gram probability by dividing the observed frequency of a particular sequence by the observed frequency of a pre,relative frequency
Raw Text,3.1,What is an example of maximum likelihood estimation?,MLE
Raw Text,3.1,"In MLE, the resulting parameter set maximizes what?",the likelihood of the training set T
Raw Text,3.1,How many times does the word Chinese occur in a corpus of a million words?,400
Raw Text,3.1,How many times does the word Chinese occur in a corpus of a million words?,400
Raw Text,3.1,What is not the best estimate of the probability of Chinese occurring in all situations?,.0004
Raw Text,3.1,How many times in a million-word corpus is Chinese likely to occur?,400
Raw Text,3.1,Where do we present ways to modify the MLE estimates to get better probability estimates?,Section 3.4
Raw Text,3.1,How many words are in the example above?,14
Raw Text,3.1,"What is the name of the dialogue system that answered questions about a database of restaurants in Berkeley, California?",Berkeley Restaurant Project
Raw Text,3.1,What shows the bigram counts from a piece of a bigram grammar from the Berkeley Restaurant Project?,Figure 3.1
Raw Text,3.1,What are the majority of the bigram counts from a piece of a bigram grammar from the Berkeley Restaurant Project?,zero
Raw Text,3.1,How many words were selected from a random set?,seven
Raw Text,3.1,What shows the bigram probabilities after normalization?,Figure 3.2
Raw Text,3.1,What is the row of cells in Fig. 3.1 divided by?,unigram
Raw Text,3.1,How can we compute the probability of sentences like I want English food or I want Chinese food?,multiplying the appropriate bigram probabilities together
Raw Text,3.1,"What exercise is used to compute the probability of ""i want chinese food""?",Exercise 3.2
Raw Text,3.1,What kind of phenomena are captured in bigram statistics?,linguistic
Raw Text,3.1,What is usually a noun or an adjective?,eat
Raw Text,3.1,What is the high probability of sentences beginning with the words I?,personal assistant task
Raw Text,3.1,What is the higher probability that people are looking for?,Chinese versus English food
Raw Text,3.1,What condition on the previous two words rather than the previous word?,trigram models
Raw Text,3.1,"For larger n-grams, we'll need to assume what to the left and right of the sentence end?",extra contexts
Raw Text,3.1,What do we use to compute trigram probabilities at the very beginning of the sentence?,two pseudo-words
Raw Text,3.1,What do we always represent and compute language model probabilities in log format as?,log probabilities
Raw Text,3.1,What are probabilities by definition?,less than or equal to 1
Raw Text,3.1,Multiplying enough n-grams together would result in what?,numerical underflow
Raw Text,3.1,What do we use instead of raw probabilities to get numbers that are not as small?,log probabilities
Raw Text,3.1,What is equivalent to multiplying in linear space?,Adding in log space
Raw Text,3.1,What is the exp of a bigram statistic?,logprob
Raw Text,3.2.0,What is the best way to evaluate the performance of a language model?,measure how much the application improves
Raw Text,3.2.0,What is the best way to evaluate the performance of a language model?,extrinsic evaluation
Raw Text,3.2.0,What is the only way to know if a particular improvement in a component is really going to help the task at hand?,Extrinsic evaluation
Raw Text,3.2.0,"What can we compare the performance of two language models by running the speech recognizer twice, once with each language model, and seeing which gives the more accurate",speech recognition
Raw Text,3.2.0,Is running big NLP systems end-to-end expensive or expensive?,expensive
Raw Text,3.2.0,What can be used to quickly evaluate potential improvements in a language model?,metric
Raw Text,3.2.0,What does an intrinsic evaluation metric measure?,quality of a model independent of any application
Raw Text,3.2.0,What do we need for an intrinsic evaluation of a language model?,a test set
Raw Text,3.2.0,What are the probabilities of an n-gram model trained on?,the training set or training corpus
Raw Text,3.2.0,What is the unseen data used to measure the quality of an n-gram model?,test set or test corpus
Raw Text,3.2.0,Why do we call test sets held out corpora?,hold them out from the training data
Raw Text,3.2.0,What do we divide the corpus of text into?,training and test sets
Raw Text,3.2.0,What does it mean to compare two different n-gram models?,fit the test set
Raw Text,3.2.0,What is a better model?,whichever model assigns a higher probability to the test set
Raw Text,3.2.0,What is the better model given two probabilistic models?,the one that has a tighter fit to the test data
Raw Text,3.2.0,What is our evaluation metric based on?,test set probability
Raw Text,3.2.0,What is a sentence that we are trying to compute the probability of?,test
Raw Text,3.2.0,"If a test sentence is part of the training corpus, we will mistakenly assign it what?",artificially high probability
Raw Text,3.2.0,"When a test sentence is part of the training corpus, we mistakenly assign it an artificially high probability when it occurs in the test set",training on the test set
Raw Text,3.2.0,What introduces a bias that makes the probabilities all look too high?,Training on the test set
Raw Text,3.2.0,What do we do when we use a particular test set so often that we need a fresh test set that is truly unseen?,implicitly tune to its characteristics
Raw Text,3.2.0,What do we need when we use a particular test set so often that we implicitly tune to its characteristics?,a fresh test set that is truly unseen
Raw Text,3.2.0,What is the initial test set called when we need a fresh test set that is truly unseen?,development test set
Raw Text,3.2.0,What do we divide our data into?,"training, development, and test sets"
Raw Text,3.2.0,How much training data do we want in a test set?,as much training data as possible
Raw Text,3.2.0,What gives us enough statistical power to measure a statistically significant difference between two potential models?,smallest test set
Raw Text,3.2.0,"In practice, we often divide our data into what percentage of training, 10% development, and 10% test?",80%
Raw Text,3.2.0,What can be taken from some continuous sequence of text inside the corpus?,test data
Raw Text,3.2.1,What is a variant of raw probability used for evaluating language models?,perplexity
Raw Text,3.2.1,What is the perplexity of a language model on a test set?,inverse probability of the test set
Raw Text,3.2.1,What is the perplexity of a test set?,w1w2...wN
Raw Text,3.2.1,What can we use to expand the probability of W?,the chain rule
Raw Text,3.2.1,What language model is used to compute the perplexity of W?,bigram
Raw Text,3.2.1,"Why is the higher the conditional probability of the word sequence, the lower the perplexity?",the inverse
Raw Text,3.2.1,What is the conditional probability of the word sequence?,higher
Raw Text,3.2.1,What is equivalent to maximizing the test set probability according to the language model?,minimizing perplexity
Raw Text,3.2.1,What is the entire sequence of words in some test set?,Eq. 3.15 or Eq. 3.16
Raw Text,3.2.1,What do we generally use for word sequence in Eq. 3.15 or Eq. 3.16?,the entire sequence of words in some test set
Raw Text,3.2.1,What do we generally use for word sequence in Eq. 3.15 or Eq. 3.16?,the entire sequence of words in some test set
Raw Text,3.2.1,What do we need to include in the perplexity calculation?,begin- and end-sentence markers
Raw Text,3.2.1,What is the number of possible next words that can follow any word?,The branching factor
Raw Text,3.2.1,What is the probability that each of the 10 digits occurs with equal probability?,P 0.1
Raw Text,3.2.1,What is the perplexity of the mini-language?,10
Raw Text,3.2.1,What is the test string of digits of length N?,assume that in the training set all the digits occurred with equal probability
Raw Text,3.2.1,What is the perplexity of the test string of digits of length N?,Eq. 3.15
Raw Text,3.2.1,What is the branching factor of a language?,3.15
Raw Text,3.2.1,What is the perplexity of the test string of digits of length N?,the number zero is really frequent and occurs far more often than other numbers
Raw Text,3.2.1,How many times does 0 occur in the training set?,91
Raw Text,3.2.1,Why is the perplexity of the test set to be lower?,most of the time the next number will be zero
Raw Text,3.2.1,What is the probability that the next number will be zero?,has a high probability
Raw Text,3.2.1,What is the branching factor of a language?,10
Raw Text,3.2.1,What is the exact calculation of the branching factor of a language?,exercise 12
Raw Text,3.2.1,Perplexity is closely related to the information-theoretic notion of what?,entropy
Raw Text,3.2.1,What can be used to compare different n-gram models?,perplexity
Raw Text,3.2.1,"How many words did we train unigram, bigram, and trigram grammars on?",38 million
Raw Text,3.2.1,How many words were used in the test set?,1.5 million
Raw Text,3.2.1,How many words were used in the test set?,1.5 million
Raw Text,3.2.1,The table below shows the perplexity of what word WSJ test set according to each of these grammars?,1.5 million
Raw Text,3.2.1,What determines the lower perplexity?,the more information the n-gram gives us about the word sequence
Raw Text,3.2.1,Perplexity is related inversely to what?,likelihood of the test sequence according to the model
Raw Text,3.2.1,What is required in computing perplexities?,n-gram model P must be constructed without any knowledge of the test set or any prior knowledge of the vocabulary of the test set
Raw Text,3.2.1,What can cause the perplexity to be artificially low?,Any kind of knowledge of the test set
Raw Text,3.2.1,How is the perplexity of two language models comparable?,if they use identical vocabularies
Raw Text,3.2.1,What does not guarantee an (extrinsic) improvement in the performance of a language processing task like speech recognition or machine translation?,(intrinsic) improvement in perplexity
Raw Text,3.2.1,Perplexity is commonly used as what?,quick check on an algorithm
Raw Text,3.2.1,What should a model's improvement in perplexity always be confirmed by before concluding the evaluation of the model?,end-to-end evaluation of a real task
Raw Text,3.3.0,What is the n-gram model dependent on?,training corpus
Raw Text,3.3.0,What often encode specific facts about a given training corpus?,the probabilities
Raw Text,3.3.0,When was Shannon born?,1951
Raw Text,3.3.0,For what case is it simplest to visualize how the n-gram model works?,unigram
Raw Text,3.3.0,What is the probability space between all the words of the English language?,0 and 1
Raw Text,3.3.0,What is the probability space between the words of the English language?,0 and 1
Raw Text,3.3.0,What do we continue choosing and generating words until we randomly generate the sentence-final token?,random numbers
Raw Text,3.3.0,What is the first word of a bigram?,w
Raw Text,3.3.0,What is the second part of a bigram that starts with s?,w
Raw Text,3.3.0,"What shows the random sentences generated from unigram, bigram, trigram, and 4-gram models trained on Shakespeare's works?",Fig. 3.3
Raw Text,3.3.0,"What shows the random sentences generated from unigram, bigram, trigram, and 4-gram models trained on Shakespeare's works?",Fig. 3.3
Raw Text,3.3.0,How long is the context on which we train the model?,longer
Raw Text,3.3.0,What type of sentences have no coherent relation between words or any sentence-final punctuation?,unigram
Raw Text,3.3.0,What sentences have some local word-to-word coherence?,bigram
Raw Text,3.3.0,The tri-gram and what other sentence are beginning to look a lot like Shakespeare?,4-gram
Raw Text,3.3.0,What do the 4-gram sentences look a little too much like?,Shakespeare
Raw Text,3.3.0,"Who wrote the words ""It cannot be but so""?",King John
Raw Text,3.3.0,"Why do the words ""It cannot be but so"" look like Shakespeare?",his oeuvre is not very large
Raw Text,3.3.0,How many possible bigrams are there?,"844,000,000"
Raw Text,3.3.0,"For many 4-grams, how many possible continuations are there?",one
Raw Text,3.3.0,What newspaper does WSJ stand for?,Wall Street Journal
Raw Text,3.3.0,What language are both Shakespeare and the Wall Street Journal?,English
Raw Text,3.3.0,"What shows the sentences generated by unigram, bigram, and trigram grammars trained on 40 million words from WSJ?",Fig. 3.4
Raw Text,3.3.0,"What is the size of the sentences generated by unigram, bigram, and trigram grammars trained on 40 million words from WSJ?",3.4
Raw Text,3.3.0,"What is the name of the person who wrote the words ""It cannot be but so"" in Fig. 3.4?",pseudo-Shakespeare
Raw Text,3.3.0,"What is the number of n-grams that both model ""English-like sentences""?",3.3
Raw Text,3.3.0,What do both Shakespeare and WSJ model?,English-like sentences
Raw Text,3.3.0,What are likely to be pretty useless as predictors if the training sets and the test sets are as different as Shakespeare and WSJ?,Statistical models
Raw Text,3.3.0,What type of models should we build to deal with this problem?,n-gram models
Raw Text,3.3.0,What type of genre should a training corpus have?,similar genre
Raw Text,3.3.0,What do we need a training corpus of?,legal documents
Raw Text,3.3.0,What do we need to build a language model for a question-answering system?,a training corpus of questions
Raw Text,3.3.0,What is it important to get training data in when processing social media posts or spoken transcripts?,dialect or variety
Raw Text,3.3.0,What is the name for the many variations of language used in African American communities?,African American Language
Raw Text,3.3.0,What is a spelling for a word that marks immediate future tense that doesn't occur in other varieties?,den for then
Raw Text,3.3.0,What language has markedly different vocabulary and n-gram patterns from American English?,Nigerian English
Raw Text,3.3.0,What is beta get ur wiv twitter?,IT placement
Raw Text,3.3.0,What is still not sufficient?,Matching genres and dialects
Raw Text,3.3.0,Our models may still be subject to the problem of what?,sparsity
Raw Text,3.3.0,What is a good estimate of the probability of a sufficient number of times?,n-gram
Raw Text,3.3.0,What language is bound to be missing from any corpus?,English
Raw Text,3.3.0,What do we have many cases of that should have some non-zero probability?,"""zero probability n-grams"""
Raw Text,3.3.0,What is the bigram that follows the bigram in the WSJ Treebank corpus?,denied the
Raw Text,3.3.0,What are two phrases in the WSJ Treebank corpus that our model will incorrectly estimate that the P(offer|denied the),denied the offer or denied the loan
Raw Text,3.3.0,What is the P(offer|denied the)?,0
Raw Text,3.3.0,What are things that don't ever occur in the training set but do occur in the test set?,zeros
Raw Text,3.3.0,What means we are underestimating the probability of all sorts of words that might occur?,their presence
Raw Text,3.3.0,"If the probability of any word in the test set is 0, what is the entire probability of the test set?","if the probability of any word in the test set is 0, the entire probability of the test set is 0."
Raw Text,3.3.0,What is perplexity based on?,inverse probability of the test set
Raw Text,3.3.0,Why can't we compute perplexity if some words have zero probability?,we can't divide by 0
Raw Text,3.3.1,What is the problem of words whose probability is zero?,bigram probability
Raw Text,3.3.1,What is the problem of words whose bigram probability is zero?,words we simply have never seen before
Raw Text,3.3.1,Why can't we have a language task in which this can't happen?,because we know all the words that can occur
Raw Text,3.3.1,"In a closed vocabulary system, the test set can only contain words from this lexicon, and there will be no what?",unknown words
Raw Text,3.3.1,What is a domain where we have a pronunciation dictionary or a phrase table that are fixed in advance?,machine translation
Raw Text,3.3.1,What are OOV words?,out of vocabulary
Raw Text,3.3.1,What is the percentage of OOV words that appear in the test set called?,OOV rate
Raw Text,3.3.1,What is the pseudo-word used in an open vocabulary system?,UNK>
Raw Text,3.3.1,How many ways are there to train the probabilities of the unknown word model UNK>?,two
Raw Text,3.3.1,What is an example of a vocabulary size V in advance?,"50,000"
Raw Text,3.3.1,What is UNK> treated like in a language model?,a regular word
Raw Text,3.3.1,What metrics does the exact choice of UNK> model have an effect on?,perplexity
Raw Text,3.3.1,How can a language model achieve low perplexity?,by choosing a small vocabulary and assigning the unknown word a high probability
Raw Text,3.3.1,What should only be compared across language models with the same vocabularies?,perplexities
Raw Text,3.4.0,What is an example of an unseen context for words that appear in a test set?,they appear after a word they never appeared after in training
Raw Text,3.4.0,What do we do to keep a language model from assigning zero probability to unseen events?,shave off a bit of probability mass
Raw Text,3.4.0,What is shave off a bit of probability mass from some more frequent events and give it to the events we've never seen?,smoothing or discounting
Raw Text,3.4.0,What type of smoothing is introduced?,Kneser-Ney
Raw Text,3.4.1,What is the simplest way to do smoothing?,add one
Raw Text,3.4.1,All the counts that used to be zero will now have a count of what?,1
Raw Text,3.4.1,What is the simplest way to do smoothing?,Laplace smoothing
